Tag,AGORA Model Name,TaxTree/NCIB ID,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Kandleria_vitulina_DSM_20405_1,Kandleria_vitulina_DSM_20405,Kandleria vitulina DSM 20405,0,0,0.0006,0,0,0,0.0002,0,0,0.0028,0,0,0,0,0,0,0,0,0,0.0007,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0002,0,0,0
Barnesiella_intestinihominis_YIT_11860_6,Barnesiella_intestinihominis_YIT_11860,Barnesiella intestinihominis YIT 11860,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0.0002,0.0001,0,0.0007,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0.0003,0,0.0005,0,0.0002,0,0,0,0,0,0.0001,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0
Schaalia_georgiae_DSM_6843_1,Actinomyces_georgiae_DSM_6843,Schaalia georgiae DSM 6843,0.0004,0.0002,0.0002,0,0,0,0.0001,0,0,0.0005,0.0001,0.0002,0,0,0,0,0,0.0001,0.0002,0.0001,0,0,0.0002,0.0008,0,0,0,0,0,0,0,0.0002,0,0,0,0.0002,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0.0003,0.0001,0.0007,0,0,0,0,0,0.0001
Collinsella_tanakaei_YIT_12063_1,Collinsella_tanakaei_YIT_12063,Collinsella tanakaei YIT 12063,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0.0003,0,0,0,0,0.0002,0,0.0007,0,0,0,0.0001,0.0001,0,0,0,0,0,0.0003,0,0,0,0.0005,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0.0005,0,0.0005,0.0008,0,0,0,0,0,0,0
Acetivibrio_clariflavus_DSM_19732_2,Clostridium_clariflavum_DSM_19732,Acetivibrio clariflavus DSM 19732,0,0.0001,0,0.0002,0,0,0,0,0,0,0,0.0004,0,0.0004,0,0.0001,0,0,0,0.0004,0,0,0,0,0,0.0002,0,0,0,0,0.0004,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0002,0,0.0001,0,0,0,0.0005,0.0005,0,0,0,0.0003,0,0,0.0002,0,0.0001,0,0,0,0.0001,0,0,0,0
Raoultella_planticola_ATCC_33531_1,Raoultella_planticola_ATCC_33531,Raoultella planticola ATCC 33531,0.0001,0,0,0.0006,0,0,0,0,0,0,0,0.0002,0,0.0003,0,0.0001,0,0,0,0.0003,0,0,0,0,0,0,0.0004,0.0004,0.0001,0,0,0,0.0002,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0004,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0003,0,0,0.0001,0,0,0,0,0.0002,0,0.0003,0,0,0.0001,0,0.0001,0.0001,0,0,0,0.0002,0
Pseudoflavonifractor_capillosus_ATCC_29799_27,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.0003,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0.0021,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0.0001,0.0002,0,0,0,0,0,0,0.0008,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0004
Blautia_wexlerae_DSM_19850_5,Blautia_wexlerae_DSM_19850,Blautia wexlerae DSM 19850,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0.0006,0,0.0006,0,0,0,0,0,0,0,0,0.0006,0,0.0004,0,0.0007,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0002,0,0,0,0,0,0,0.0001,0,0.0002,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_28,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0.0003,0,0,0.0001,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0003,0,0.0003,0,0,0.0003,0.0001,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0.0005,0,0.0001,0,0,0,0.0004,0,0,0.0001,0,0,0,0,0,0,0,0.0006,0,0,0.0003,0,0,0,0.0001,0.0001,0,0.0001,0.0001,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0.0001,0,0.0001,0.0001,0,0,0,0.0005,0,0,0,0.0004
_methoxybenzovorans_SR3_34,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0,0,0.0007,0,0,0,0,0,0,0,0.002,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0.0004,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0.0003,0,0.0002,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_29,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0.0007,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0001,0,0,0.0003,0.0003,0,0.0001,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0002,0.0001,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0003,0.0004,0,0,0.0001,0,0,0,0,0,0.0003,0.0004,0,0,0,0
Enterococcus_avium_ATCC_14025_0,Enterococcus_avium_ATCC_14025,Enterococcus avium ATCC 14025,0,0,0,0,0.0001,0,0,0,0.0011,0,0,0,0,0.0003,0,0,0,0.0002,0.0004,0,0,0,0,0.0004,0.0002,0,0.0002,0,0,0,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0002,0,0.0001,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0005,0,0.0001,0
Coprococcus_comes_ATCC_27758_2,Coprococcus_comes_ATCC_27758,Coprococcus comes ATCC 27758,0,0,0.0008,0.0009,0,0,0,0,0,0,0.0002,0,0,0.0001,0,0,0,0.0003,0,0.0004,0,0.0001,0,0,0,0.0002,0,0,0,0,0,0.0003,0.0003,0,0,0,0.0002,0,0,0.0004,0.0003,0,0.0005,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0,0,0,0,0,0,0,0,0,0,0.0001,0
Unidentified_Flavobacteriales_0,None,None,0,0.0013,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0002,0,0,0.001,0.0003,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0008,0
Pseudoflavonifractor_capillosus_ATCC_29799_30,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0.0012,0,0.0001,0.0004,0,0.0002,0,0,0.0001,0,0.0004,0,0.0005,0,0,0.0001,0,0,0,0,0,0,0,0
_methylpentosum_31,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0,0,0,0,0,0,0,0,0,0.0015,0.0002,0.0002,0,0,0,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0004,0,0,0,0,0.0003,0,0.0002,0,0.0002,0.0001,0,0,0,0.0002,0,0.0001,0,0,0,0,0,0.0001,0,0
_rectale_ATCC_33656_6,Eubacterium_rectale_ATCC_33656, rectale ATCC 33656,0.0002,0,0.0002,0,0,0.0001,0,0,0,0.0003,0,0,0,0,0,0.0001,0,0,0,0,0,0.0006,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.0011,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0.0001,0.0002,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0.0001,0,0,0.0002,0
Bifidobacterium_catenulatum_subsp._kashiwanohense_JCM_15439_DSM_21854_2,Bifidobacterium_kashiwanohense_DSM_21854,Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0001,0,0.0005,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.0022,0,0,0.0002,0,0,0
_methoxybenzovorans_SR3_35,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.0009,0,0,0,0,0,0,0,0.0001,0,0.0002,0.0001,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.0008,0,0,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0002,0,0,0,0
_methoxybenzovorans_SR3_36,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0,0,0,0.0006,0,0,0,0,0,0,0,0.0002,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0003,0,0,0,0,0.0003,0.0002,0,0,0,0,0,0.0003,0,0,0,0.0007,0,0,0,0,0,0,0.0003,0,0,0,0.0003,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0.0002,0,0,0.0003,0,0.0001,0.0001,0,0,0,0.0003,0,0.0001,0,0,0,0,0,0,0,0,0,0
_gnavus_ATCC_29149_11,Ruminococcus_gnavus_ATCC_29149, gnavus ATCC 29149,0.0004,0,0,0,0.0001,0,0.0002,0.0002,0,0,0,0,0,0,0.0001,0,0,0.0003,0.0001,0,0,0,0,0,0,0,0.0001,0.0002,0,0,0,0.0001,0,0,0,0.0004,0.0003,0,0,0,0,0,0,0,0,0,0,0.0003,0,0.0004,0.0002,0.0002,0,0.0003,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0002,0,0.0003,0.0001,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0,0,0,0
Gordonibacter_pamelaeae_5,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Gordonibacter pamelaeae,0.0002,0,0,0,0,0,0.0002,0,0,0,0,0.0003,0,0.0001,0,0,0,0,0,0.0005,0,0.0002,0,0,0,0.0001,0.0002,0.002,0.0001,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_31,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0,0,0.0005,0,0,0,0.0001,0,0.0002,0,0.0005,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0.0004,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0
Gordonibacter_pamelaeae_6,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Gordonibacter pamelaeae,0.0002,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0003,0,0,0.0001,0,0,0,0,0,0,0.0002,0,0,0,0,0.0002,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0002,0,0.0007,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0.0003,0,0,0,0,0.0001,0,0.0001,0,0,0,0.0001,0,0.0002,0,0,0.0003,0.0001,0,0,0,0,0.0001,0,0.0001
_methoxybenzovorans_SR3_37,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0.002,0,0,0,0.0001,0.0002,0,0,0,0,0,0,0,0.0002,0,0.0018,0,0,0,0.0006,0,0,0,0,0,0.0004,0,0,0,0,0,0.0001,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holdemania_filiformis_0,Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,Holdemania filiformis,0,0,0,0,0,0,0,0.0001,0,0,0,0.0005,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.0005,0,0,0,0.0001,0,0,0.0001,0.0001,0,0,0,0.0003,0,0.0001,0,0,0,0.0004,0,0,0.0002,0,0.0001,0.0002,0.0004,0,0,0.0001,0,0,0,0,0,0,0
_methylpentosum_32,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.0005,0,0,0.0002,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0.0012,0,0,0,0.0009,0,0.0006,0,0.0006,0,0,0,0,0.0001,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonibacter_pamelaeae_7,Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Gordonibacter pamelaeae,0.0004,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0014,0,0,0,0.0002,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0
Pseudoramibacter_alactolyticus_ATCC_23263_1,Pseudoramibacter_alactolyticus_ATCC_23263,Pseudoramibacter alactolyticus ATCC 23263,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0.0002,0,0,0,0,0,0,0,0,0.0003,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0003,0.0002,0,0,0,0,0.0003,0,0,0.0004,0,0.0004,0,0,0.0002,0,0,0,0,0.0003,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0002
Ruminococcus_champanellensis_18P13_JCM_17042_10,Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0.0005,0.0004,0,0,0,0.0001,0,0.0005,0,0,0,0.0001,0,0,0,0,0,0,0.0008,0,0,0,0,0,0
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_33,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0,0,0,0,0,0,0,0.0001,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0.0001,0.0002,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0,0,0,0,0.0001,0,0,0,0,0,0,0.0002,0,0.0002,0,0,0.0001,0,0.0001,0,0.0001,0,0,0,0.0002,0.0002,0.0002,0.0002,0,0.0002,0,0,0,0,0,0,0,0.0001
Pseudoflavonifractor_capillosus_ATCC_29799_32,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0.0001,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.0001,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0.0001,0.0001,0.0002,0,0,0,0,0,0,0,0.0001,0,0.0002,0,0,0,0.0005,0,0.0003,0,0,0,0.0004,0,0,0,0.0002
Ruminococcus_champanellensis_18P13_JCM_17042_11,Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,0,0,0,0.0001,0,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0002,0,0,0,0.0008,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.0001,0,0,0,0,0.0003,0,0,0,0
Pseudoflavonifractor_capillosus_ATCC_29799_33,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,0,0,0,0.0004,0.0001,0,0.0001,0,0,0,0,0,0,0.0001,0.0001,0.0003,0,0,0.0002,0,0.0001,0,0.0002,0,0,0,0.0002,0.0003,0.0002,0,0,0,0.0003,0,0,0,0.0005,0,0,0.0004,0,0,0,0,0,0,0,0.0004,0,0,0.0002,0,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0
Unidentified_Victivallis_0,None,None,0.0001,0.0002,0.0001,0.0027,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0002,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.0001,0,0,0,0.0001,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_albus_7_DSM_20455_4,Ruminococcus_albus_7,Ruminococcus albus 7 = DSM 20455,0,0.0003,0,0,0,0,0,0,0,0.0009,0.0001,0,0,0.0004,0,0.0001,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0.0001,0,0.0004,0.0001,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0006,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0,0,0.0003,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0003,0
_methoxybenzovorans_SR3_38,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0,0,0,0,0,0.0001,0.0006,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0.0001,0,0,0,0.0002,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0
_methylpentosum_33,Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.0002,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0001,0,0.0007,0,0,0,0.0004,0,0,0,0,0.0001,0,0,0,0.0006,0
_methoxybenzovorans_SR3_39,Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0.0005,0,0,0,0,0,0,0.0006,0,0,0,0,0,0.0002,0,0,0,0,0,0.0001,0,0.0002,0,0,0,0,0,0.0001,0,0,0,0,0,0,0.0007,0
Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_34,Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,0,0.0002,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0,0,0,0.0002,0,0.0001,0.0002,0,0,0,0,0,0,0,0.0002,0,0.0004,0,0,0.0004,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,0.0005,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
