AGORA Model Name,TaxTree/NCBI ID,Tag,OpACIN-fDNA-001,OpACIN-fDNA-002,OpACIN-fDNA-003,OpACIN-fDNA-004,OpACIN-fDNA-005,OpACIN-fDNA-006,OpACIN-fDNA-007,OpACIN-fDNA-008,OpACIN-fDNA-009,OpACIN-fDNA-010,OpACIN-fDNA-011,OpACIN-fDNA-012,OpACIN-fDNA-013,OpACIN-fDNA-014,OpACIN-fDNA-015,OpACIN-fDNA-016,OpACIN-fDNA-017,OpACIN-fDNA-018,OpACIN-fDNA-019,OpACIN-fDNA-020,OpACIN-fDNA-021,OpACIN-fDNA-022,OpACIN-fDNA-023,OpACIN-fDNA-024,OpACIN-fDNA-025,OpACIN-fDNA-026,OpACIN-fDNA-027,OpACIN-fDNA-028,OpACIN-fDNA-029,OpACIN-fDNA-030,OpACIN-fDNA-031,OpACIN-fDNA-032,OpACIN-fDNA-033,OpACIN-fDNA-034,OpACIN-fDNA-035,OpACIN-fDNA-037,OpACIN-fDNA-038,OpACIN-fDNA-039,PAUS-base16567,PAUS-base20807,PAUS-base27704,PAUS-base34671,PAUS-base35603,PAUS-base36885,PAUS-base38798,PAUS-base44051,PAUS-base48040,PAUS-base48446,PAUS-base49317,PAUS-base49623,PAUS-base50750,PAUS-base51030,PAUS-base51377,PAUS-base51517,PAUS-base51558,PAUS-base51584,PAUS-base51679,PAUS-base51771,PAUS-base51823,PAUS-base51884,PAUS-base51887,PAUS-base51902,PAUS-base52021,PAUS-base52436,PAUS-base52513,PAUS-base52521,PAUS-base52534,PAUS-base52550,PAUS-base52579,PAUS-base52729,PAUS-base52757,PradoNKIbase106,PradoNKIbase107,PradoNKIbase108,PradoNKIbase109,PradoNKIbase110,PradoNKIbase112,PradoNKIbase113,PradoNKIbase114,PradoNKIbase115,PradoNKIbase116,PradoNKIbase117,PradoNKIbase118,PradoNKIbase119,PradoNKIbase120,PradoNKIbase121,PradoNKIbase122,PradoNKIbase123,PradoNKIbase124,PradoNKIbase125,PradoNKIbase128,PradoNKIbase129,PradoNKIbase130,PradoNKIbase131,PradoNKIbase132,PradoNKIbase134,PradoNKIbase135,PradoNKIbase136,PradoNKIbase137,PradoNKIbase139,PradoNKIbase140,PradoNKIbase142,PradoNKIbase143
Enterococcus_avium_ATCC_14025,Enterococcus avium ATCC 14025,Enterococcus_avium_ATCC_14025_0,0,0,5,0,14,0,0,0,83,0,0,0,0,28,0,0,0,22,46,0,0,0,0,32,19,0,19,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,16,0,9,0,12,16,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,95,0,19,3
Coprococcus_comes_ATCC_27758,Coprococcus comes ATCC 27758,Coprococcus_comes_ATCC_27758_2,0,0,83,82,0,0,0,0,0,0,26,0,0,11,0,0,0,28,0,32,0,10,0,0,0,13,0,0,0,0,0,32,25,0,0,0,20,0,0,17,16,0,15,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,19,31,0,0,0,0,0,0,0,0,0,0,19,0
None,None,Unidentified_Flavobacteriales_0,0,113,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,23,0,0,127,40,14,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,114,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_30,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,125,0,14,46,0,21,0,0,16,0,80,0,83,0,0,28,0,0,6,0,0,0,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_31,0,0,0,0,0,0,0,0,0,136,21,11,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,10,66,0,0,0,0,41,0,42,0,33,11,0,0,0,31,0,25,0,0,0,0,0,9,0,0
Eubacterium_rectale_ATCC_33656, rectale ATCC 33656,_rectale_ATCC_33656_6,19,0,18,0,0,6,0,0,0,24,0,0,0,0,0,10,0,0,0,0,0,62,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,34,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,7,28,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,11,0,0,23,0
Bifidobacterium_kashiwanohense_DSM_21854,Bifidobacterium catenulatum subsp. kashiwanohense JCM 15439 = DSM 21854,Bifidobacterium_catenulatum_subsp._kashiwanohense_JCM_15439_DSM_21854_2,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,51,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,309,0,0,42,5,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_35,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,84,0,0,0,0,0,0,0,6,0,22,7,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,91,0,0,18,0,0,0,18,0,0,0,0,0,0,3,17,0,0,5,5,0,0,0,42,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_36,0,0,0,56,0,0,0,0,0,0,0,11,0,0,0,35,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,31,0,0,0,0,36,22,0,0,0,0,0,12,0,0,0,29,0,0,0,0,0,0,16,0,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,33,0,0,41,0,14,16,0,0,0,47,0,22,0,0,0,0,0,0,0,0,0,0
Ruminococcus_gnavus_ATCC_29149, gnavus ATCC 29149,_gnavus_ATCC_29149_11,32,0,0,0,16,0,26,16,0,0,0,0,0,0,13,0,0,27,9,0,0,0,0,0,0,0,12,20,0,0,0,13,0,0,0,30,33,0,0,0,0,0,0,0,0,0,0,11,0,18,14,11,0,17,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,10,13,0,0,30,29,5,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,9,31,0,0,0,0
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Gordonibacter pamelaeae,Gordonibacter_pamelaeae_5,12,3,0,0,0,0,22,0,0,0,0,25,0,12,0,0,0,0,0,45,0,22,0,0,0,8,15,200,13,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_31,0,0,0,43,0,0,0,11,0,16,0,33,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Gordonibacter pamelaeae,Gordonibacter_pamelaeae_6,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,0,9,0,0,0,0,0,0,19,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,0,0,20,13,0,26,0,0,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,14,0,43,0,0,0,0,13,0,13,0,0,0,22,0,28,0,0,58,19,0,0,6,0,11,0,11
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_37,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,198,0,0,0,9,21,0,0,0,0,0,0,0,10,0,56,0,0,0,29,0,0,0,0,0,15,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holdemania_filiformis_VPI_J1_31B_1_DSM_12042,Holdemania filiformis,Holdemania_filiformis_0,0,0,0,0,0,0,0,9,0,0,0,37,4,0,0,7,0,7,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,27,0,0,0,8,0,0,17,11,0,0,0,32,0,9,0,0,0,78,0,0,32,0,17,29,55,0,7,20,6,0,0,0,6,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_32,0,0,0,0,0,0,0,0,0,0,82,0,0,0,89,0,0,0,0,0,0,0,0,0,0,21,0,0,0,39,0,0,20,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,43,0,34,0,31,0,0,0,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Gordonibacter pamelaeae,Gordonibacter_pamelaeae_7,35,12,14,0,0,0,0,0,0,0,0,100,0,0,0,17,0,8,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
Pseudoramibacter_alactolyticus_ATCC_23263,Pseudoramibacter alactolyticus ATCC 23263,Pseudoramibacter_alactolyticus_ATCC_23263_1,0,27,0,0,0,0,0,0,0,0,0,0,0,31,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,10,16,0,3,0,0,31,0,0,46,0,39,0,0,22,0,0,0,0,64,0,41,0,0,0,0,0,0,0,0,0,0,25
Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,Ruminococcus_champanellensis_18P13_JCM_17042_10,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,79,45,0,0,5,11,3,83,0,0,0,30,0,0,0,0,0,0,115,0,8,0,0,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_33,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,10,22,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,23,0,34,0,0,16,0,22,0,22,0,0,7,47,25,39,33,0,46,0,0,0,0,0,0,0,13
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_32,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,6,6,0,0,0,0,0,0,0,0,7,9,0,5,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,17,32,0,0,0,5,0,0,0,14,0,23,0,0,0,68,0,53,0,0,0,65,0,0,0,23
Ruminococcus_champanellensis_18P13,Ruminococcus champanellensis 18P13 = JCM 17042,Ruminococcus_champanellensis_18P13_JCM_17042_11,0,0,0,11,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,31,0,0,0,138,0,0,0,0,0,0,0,0,28,0,0,0,0,0,10,0,0,0,0,51,0,0,0,0
Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor capillosus ATCC 29799,Pseudoflavonifractor_capillosus_ATCC_29799_33,0,0,0,32,13,0,17,0,0,0,0,0,0,12,13,36,0,0,21,0,5,0,18,0,0,0,15,28,18,0,0,0,29,0,0,0,51,0,0,14,0,0,0,0,0,0,0,16,0,0,15,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
None,None,Unidentified_Victivallis_0,8,17,13,248,0,0,0,4,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,12,0,2,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,16,0,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_albus_7,Ruminococcus albus 7 = DSM 20455,Ruminococcus_albus_7_DSM_20455_4,0,23,0,0,0,0,0,0,0,78,10,0,0,41,0,10,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,10,0,28,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,47,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,48,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_38,0,0,0,0,0,7,70,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,22,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,12,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,23,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,13,0,102,0,0,0,52,0,0,0,0,11,0,0,0,87,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_39,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,26,0,0,0,0,0,0,82,0,0,0,0,0,25,0,0,0,0,0,14,0,25,0,0,0,0,0,27,0,0,0,0,0,0,109,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_34,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,16,0,12,13,0,0,0,0,0,0,0,15,0,31,0,0,16,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,40,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378,Gordonibacter pamelaeae,Gordonibacter_pamelaeae_8,0,0,0,18,0,0,7,5,0,46,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,7,0,20,0,0,0,7,12,0,0,0,14,0,0,0,0,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18,0,0,10,16,10,0,0,0,0,0,25,0,0,0,67,6,7,0,0,0,0,0,0,0,0,0,0,6
Clostridium_botulinum_A_str_ATCC_3502,Clostridium botulinum A str. ATCC 3502,Clostridium_botulinum_A_str._ATCC_3502_0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0,0,0,8,66,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,0,2,7,0,0,0,0,0,0,0,9,0,3,0,0,18,8,17,0,0,0,0,0,0,33,79,0,0,20,0,0,0,0,0,0,0,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_17,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,27,0,33,0,0,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,12,45,0,0,18,10,0,54,0,0,0,0,20,0,0,0,0,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_40,0,0,0,125,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,26,0,0,50,9,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,30,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_41,0,0,0,0,0,0,13,0,0,0,0,49,0,0,7,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,12,16,0,0,0,0,0,16,0,0,0,0,0,0,0,21,0,26,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,41,11,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
Clostridium_cellobioparum_DSM_1351,Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832,Ruminiclostridium_cellobioparum_DSM_1351_ATCC_15832_35,16,16,14,0,22,0,0,19,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,24,14,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,20,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,13,0,0,0,0,20,34,16,0,0,16,0,0,0,0,0,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_34,0,0,12,0,0,0,0,0,0,0,0,11,0,6,9,0,0,0,5,0,5,17,0,16,0,2,12,9,5,0,7,5,0,0,0,0,0,8,0,0,7,0,0,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,18,0,0,0,0,10,11,0,0,0,0,0,0,7,26,0,0,0,0,14,0,0,7,18,0,0,11,22,0,0,0,0,0,0,0,14,22,6,4
Clostridium_methoxybenzovorans_SR3, methoxybenzovorans SR3,_methoxybenzovorans_SR3_42,0,0,0,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,5,0,61,0,0,20,0,0,0,0,0,36,0,0,0,0,0,0,13,0
Lactobacillus_helveticus_DSM_20075,Lactobacillus helveticus DSM 20075 = CGMCC 1.1877,Lactobacillus_helveticus_DSM_20075_CGMCC_1.1877_0,0,0,0,0,0,8,0,103,0,0,0,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,0,24,0,0,0,10,0,0
Clostridium_clariflavum_DSM_19732,Acetivibrio clariflavus DSM 19732,Acetivibrio_clariflavus_DSM_19732_3,0,0,3,18,0,0,15,0,0,31,0,0,3,55,0,0,0,0,0,21,0,7,0,3,0,14,0,0,0,0,13,0,0,6,0,0,8,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,25,0,0,16,17,16,0,0,0,7,0,0,8,0,0,0,0,0
Blautia_producta_DSM_2950,Blautia producta ATCC 27340 = DSM 2950,Blautia_producta_ATCC_27340_DSM_2950_2,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,47,0,0,0,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,28,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,12,14,0,4,0,0,0,25,65,0,0,0,0,0,0,0,0,0,0
Ruminococcus_lactaris_ATCC_29176, lactaris ATCC 29176,_lactaris_ATCC_29176_18,18,0,0,0,0,0,0,0,0,26,0,57,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,75,0,0,0,0,0,0,0,36,0,0,0,6,0,0,6,6
Gemella_sanguinis_ATCC700632,Gemella sanguinis ATCC 700632,Gemella_sanguinis_ATCC_700632_0,0,14,9,0,0,0,0,3,0,0,0,0,0,11,0,4,0,9,78,0,0,23,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,19,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,8,15,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,0
Pseudoramibacter_alactolyticus_ATCC_23263,Pseudoramibacter alactolyticus ATCC 23263,Pseudoramibacter_alactolyticus_ATCC_23263_2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,20,0,0,0,38,4,0,0,9,0,0,0,0,0,0,31,0,0,0,0,10,0,11,0,7,0,0,13,0,0,0,76,0,0,0,0
Clostridium_clariflavum_DSM_19732,Acetivibrio clariflavus DSM 19732,Acetivibrio_clariflavus_DSM_19732_4,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,19,0,0,0,38,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,28,0,22,0,0,0,12,0,7,10,10,10,0,6,15,0,14,0,0,0,0,0,4,0,0
Clostridium_clariflavum_DSM_19732,Acetivibrio clariflavus DSM 19732,Acetivibrio_clariflavus_DSM_19732_5,0,0,0,26,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,17,14,0,49,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,38,3,27,0,7,0,15,0,3,7,9,0,0,0,0,0,0,0,0,0
Anaerostipes_caccae_DSM_14662,Anaerostipes caccae L1-92,Anaerostipes_caccae_L192_3,0,0,0,0,0,0,8,0,0,18,0,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15,3,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,6,11,0,0,0,0,11,0,8,0,0,5,0,0,0,27,0,0,0,0,15,37,16,0,0,11,0,0,5,0,0,0,0,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_35,13,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,35,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,33,0,5,0,0,0,0,26,0,17,18,13,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0
Clostridium_methylpentosum_R2_DSM_5476, methylpentosum,_methylpentosum_36,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,17,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,21,0,55,0,7,0,0,0,0,11,10,0,22,0,19,0,10,0,0,0,0,0,7,12,0
